name,totalInvested,dealCount
S Somasegar,1500000.0,1
S. Somasegar & Others,0.0,0
S. Xavier Britto,1500000.0,1
S.D. Shibulal,0.0,0
S.Gopalakrishnan,1000000.0,1
S7 Group,5000000.0,1
SAIF Partners,596550000.0,47
SAIF Partners & others,0.0,0
SAIF Partners and Kalaari capital,12000000.0,1
SAIF Partners and LGT Impact Ventures,21500000.0,1
SAIF Partners and others,30000000.0,1
SAIF Partners.,48000000.0,2
SAIF partners,10000000.0,1
SAP,0.0,0
SAP.iO,2000000.0,1
SAR Group,5478000.0,2
SB Ventures,0.0,0
SBI (Stand Up India Scheme),0.0,0
SBI-FMO Fund,18500000.0,1
SC GG India Mobility Holdings LLC,20000000.0,1
SCM Holdings,3000000.0,1
SD Group,0.0,0
SD Ventures,0.0,0
SEEK Ltd & affiliates,10000000.0,1
SEGNEL Ventures,0.0,0
SF Capital Group,8000000.0,1
SF Capital Investments LP,0.0,0
SIDBI,0.0,0
SIDBI Venture Capital,3000000.0,1
SIDBI Venture Capital Fund,1790000.0,1
SIDBI Venture Capital Limited,3000000.0,1
SIDBI Venture Capital Ltd,5400000.0,2
SIMI Pacific Pte,260000000.0,1
SP Vijay,0.0,0
SQue Capital,1800000.0,2
SRI Capital,19500000.0,8
SSCBS Innovation,0.0,0
SVG Media,0.0,0
SVP Fly Dubai & Others,0.0,0
Sa\\xc3\\xafd Business School Seed Fund.,40000.0,1
Saama Capital,109050000.0,10
Saama Capital and DSG Consumer Partners,4500000.0,1
Saama Capital and Sequoia Capital,3000000.0,1
Saama Capital.,6000000.0,1
Saavn,0.0,0
Sabre Partners,36000000.0,2
Sabre Partners and Neoplux,12000000.0,1
Sachin Arora,0.0,0
Sachin Bansal,62000000.0,3
Sachin Bansal & Binny Bansal,350000.0,1
Sachin Bhatia,1150000.0,2
Sachin Dalal,0.0,0
Sachin Khandelwal and others,375000.0,1
Sachin Tendulkar,6200000.0,1
Sachin and Binny Bansal,6550000.0,2
Sadashiva NT,0.0,0
Saha Fund,2350000.0,2
Saha fund Partners,2000000.0,1
Sahil Barua,200000.0,1
Saif Partners,3500000.0,1
Sailender Solanki,315000.0,1
Saina Nehwal,0.0,0
Saket Dhankar,250000.0,1
Saket Kumar,250000.0,1
Salesforce Ventures,23000000.0,1
Salil Donde,0.0,0
Samar Singla,200000.0,1
Sameer Gupta,110000.0,1
Sameer Koticha,1500000.0,1
Sameer Narayan & Others,250000.0,2
Samih Toukan and Hussam Khoury,1000000.0,1
Samir Bangara,100000.0,1
Samir Shah,0.0,0
Samridhi Fund,3000000.0,1
Samsung and China-based CITIC Capital and others,0.0,0
Sandeep Acharya & others,165000.0,1
Sandeep Aggarwal,0.0,0
Sandeep Dama & Others,0.0,0
Sandeep Gupta,250000.0,1
Sandeep Mathur,100400000.0,2
Sandeep Pangal,0.0,0
Sandeep Parwal,1000000.0,1
Sandeep Raju,191000.0,1
Sandeep Seerapu,330000.0,1
Sandeep Shroff,0.0,0
Sandeep Singh,0.0,0
Sandeep Tandon,13700000.0,7
Sandesh Kirkire,0.0,0
Sandiep Shrivatsava,500000.0,1
Sands Capital,70000000.0,1
Sands Capital and Accel Partners,7000000.0,1
Sands Capital and International Finance Corporation,150000000.0,1
Sandway Investment Ltd,0.0,0
Sangram Singh,350000.0,1
Sanjai Vohra,0.0,0
Sanjay Anandaram,400000.0,1
Sanjay Bakshi,0.0,0
Sanjay Bhasin,320000.0,1
Sanjay Mehta,2000000.0,1
Sanjay Mehta & Others,250000.0,1
Sanjay Mehta & Others ( The Ten Minute Million),106000.0,1
Sanjay Nath,0.0,0
Sanjay Nayar,15000000.0,1
Sanjay Notani & Others,0.0,0
Sanjay Phophaliya,0.0,0
Sanjay Sathe,275000.0,1
Sanjay Sethi,0.0,0
Sanjay Shenoy,0.0,0
Sanjay Singh,1500000.0,1
Sanjay Venkat,180000.0,1
Sanjay Verma,0.0,0
Sanjeev Kakkar,310000.0,1
Sanjeev Kapoor,2000000.0,1
Sanjeev Mehra,0.0,0
Sanjeev Singhal,0.0,0
Sanjeev Sinha,295000.0,1
Sanjiv Mittal,150000.0,1
Sanjiv Rai,0.0,0
Sanjiv Rangrass,70000000.0,1
Sarath Sura,1595000.0,2
Sarbvir Singh,3000000.0,1
Sargod Ventures,0.0,0
Sarthak and Nihit Agarwal,595000.0,1
Sarva Capital,4700000.0,1
Sarvesh Shahra & Others,2000000.0,1
Sarvesh Sharma,0.0,0
Sashi Reddi,1600000.0,2
Sashi Reddi & Other unnamed investors,1500000.0,1
Sashi Reddy,0.0,0
Sashwat Brahma,0.0,0
Sateesh Andara & others,1750000.0,1
Sathguru Catalyzer Advisors,6000000.0,1
Satish Jamdar,0.0,0
Satish Kaul,0.0,0
Satish Khanna and Taparia family office.,2000000.0,1
Satish Reddy,2500000.0,1
Satish Vasudeva,0.0,0
Satoshi Studios,50000.0,1
Sattva Capital,3000000.0,1
Satveer Thakral,0.0,0
Satya D Sinha,0.0,0
Satya Muthyala,250000.0,1
Satyajit Heeralal,100000.0,1
Satyen Kothari,500000.0,1
Sauce.vc,486000.0,1
Saumya Tandon,0.0,0
Saurab Paruthi,100000.0,1
Saurabh Abichandani,0.0,0
Saurabh Arora,150000.0,1
Saurabh Jain,0.0,0
Saurabh Srivastava,0.0,0
"Saurabh Srivastava, and Ajai Chowdhry",0.0,0
Scadea Solutions Inc,0.0,0
Scale Minds,0.0,0
Scale Ventures,0.0,0
Scale Ventures Funds,0.0,0
Scott Banister,1300000.0,1
Sean O\\xe2\\x80\\x99Sullivan & Others,190000.0,1
SeedPlus,4875000.0,2
Seedfund,18200000.0,4
Seedrs Crowd funding platform,125000.0,1
Segnel Venture,5000000.0,1
Senovo,0.0,0
Sequoia,170000000.0,2
Sequoia Capital,1656630000.0,68
Sequoia Capital & Matrix Partners,100000000.0,1
Sequoia Capital Global Equities,90000000.0,1
Sequoia Capital India,573338860.0,15
Sequoia Capital India Advisors,262200000.0,2
Sequoia Capital India and Omidyar Network,40000000.0,1
Sequoia Capital and Temasek Holdings,226000000.0,1
Sequoia Capital.,15000000.0,1
Sequoia India,504900000.0,21
Sequoia and Jerry Yang,250000.0,1
Sequoia and Kalaari Capital.,10000000.0,1
Shaan,0.0,0
Shailesh Haribhakti,0.0,0
Shailesh Mehta,10000000.0,1
Shailesh Rao,13000000.0,2
Shailesh Singh,500000.0,1
Shailesh Viswanathan,785000.0,1
Shamik Sharma,2500000.0,1
Shankar Mahadevan,650000.0,1
Shantanu Mathur,0.0,0
Shanti Mohan,595000.0,1
Shapoorji Pallonji & Co. Ltd.,700000.0,1
Sharad Hegde,1000000.0,1
Sharad Sharma,0.0,0
Sharad Sharma & 14 others,500000.0,1
Shardul Amarchand Mangaldas,2000000.0,1
Shashank Bhagat,0.0,0
Shashank Mehrotra & Others,100000.0,1
Shekhar Sahu,150000.0,1
Shell Foundation,2739034.68,1
Sherpa Capital,13500000.0,1
Sherpalo Ventures,2000000.0,1
Shikhar Gupta,0.0,0
Shilpa Shetty Kundra,0.0,0
Shinhan Bank and TS Investment,23000000.0,1
Shinji Kimura,5000000.0,1
Shireesh Palle,850000.0,1
Shiva Ashok & Other unnamed investors,100000.0,1
Shiva Gunapu & Others,0.0,0
Shivanandan Pare,0.0,0
Shivani Singh,1000000.0,1
Shobhit Shukla,150000.0,1
Shomil Pant,205000.0,1
Shopclues,0.0,0
Shorooq Investments,1100000.0,1
Shrem Strategies,0.0,0
Shreyans Shah,1000000.0,1
Shrikant Patil,1000000.0,1
Shrikanth & Bharath,640000.0,1
Shripad Nadkarni,2000000.0,1
Shrishti Sahu,0.0,0
Shruth & Smith Group,180000.0,1
Shubham Gupta,448000.0,1
Shuchin Bajaj,300000.0,1
Shun Yoshida & Others,1000000.0,1
Shunwei Capital,96450000.0,8
Shyam Sundar R & others,1000000.0,1
Siddharth Agarwal,175000.0,1
Siddharth Banerjee,0.0,0
Siddharth Kothari,0.0,0
Siddharth Nautiyal,0.0,0
Siddharth Pai,0.0,0
Siddharth Parekh,0.0,0
Siddharth Patil,1000000.0,1
Siddhartha Gupta,2000000.0,1
Siddhivinayak Skyscrapers,4000000.0,1
Sidharth Pansari,550000.0,1
Sidharth Rao,200000.0,1
Sidharth Rozario,0.0,0
Sidhartha Hazarika & Others,150000.0,1
Sierra Ventures,2950000.0,1
Signal Point Partners,0.0,0
Silicon Valley Bank,63000000.0,2
Silicon Valley Ventures,10000000.0,1
Silo Holdings and Al Nour,0.0,0
Silver Range Investments,1000000.0,1
Simile Ventures,2000000.0,1
SingTel\\xe2\\x80\\x99s Innov8,5000000.0,1
Singapore,1000000.0,1
Singapore Angel Network,4290000.0,7
Singapore Angel Network & Aseem Vadehra,150000.0,1
Singapore Angel Network.,100000.0,1
Singapore Angels Network,0.0,0
Singapore Angels Network & others,0.0,0
Singapore based investor,0.0,0
Singtel,25000000.0,1
Singularity Holdings,776000.0,1
Singularity Ventures,3400000.0,2
Singularity Ventures and Ravi Dhariwal,4000000.0,1
Sirion Labs,0.0,0
Sistema Asia Fund,90000000.0,7
Sistema JSFC and Tanncam Investment,35000000.0,1
Sixth Sense,13000000.0,1
Sixth Sense Ventures,12400000.0,3
Skycatcher Fund,329230.0,1
Small Industries Development Bank of India (SIDBI),0.0,0
Smarak Bhuyan,0.0,0
Smile Group,310000.0,1
Smile Multimedia,400000.0,1
Snapdeal,20000000.0,1
Snehal Mantri,250000.0,1
Snow Leopard,5000000.0,1
Snow Leopard Technology Ventures,1600000.0,1
Snow Leopard Ventures,5000000.0,1
Social Alpha,0.0,0
Social Alpha and other unnamed angel investors,0.0,0
Social Capital,16000000.0,1
Social+Capital,25000000.0,1
Sofina,245000000.0,4
Sofina s.a.,30000000.0,1
SoftBank,62000000.0,1
SoftBank Corp,15000000.0,1
SoftBank Group,2487000000.0,6
SoftBank Group Corp,330000000.0,1
SoftBank Ventures Korea,0.0,0
SoftBank Vision Fund,781000000.0,3
SoftBank Vision Fund & Info Edge (India) Ltd,200000000.0,1
Softbank,3545000000.0,6
Softbank Group,115000000.0,2
Softbank Ventures Korea,15000000.0,1
Softbank Vision Fund,70000000.0,1
Softbank\\xe2\\x80\\x99s DeepCore.,29500000.0,1
Sohail Hashemi,0.0,0
Soham Vencaps,1200000.0,1
Sol Primero,1500000.0,5
Solidarity Venture Capital & others,100000.0,1
Soma Capital,1500000.0,1
Somerset Indus Capital Ventures,750000.0,1
Songhyun Investment,3600000.0,1
Soniks Consulting,0.0,0
Sonu Bhasin,0.0,0
Sophia Investment ApS,2000000.0,1
Soumitra Sharma,0.0,0
Sourav Ganguly,464000.0,1
Space Matrix,3500000.0,1
Sparknext,250000.0,1
Speciale Invest & Others,1100000.0,1
Speridian Technologies,0.0,0
Spiral Ventures,850000.0,2
Splice Advisors,0.0,0
Spring Canter Investment Ltd.,20000000.0,1
Springboard Ventures,0.0,0
Sprout Angels,306000.0,1
Sprout Angels LLP,0.0,0
Sprout Capital,0.0,0
Sprout Venture Partners,1800000.0,1
Sprout Venture Partners and others,0.0,0
Sreenivasa Reddy Musani,448000.0,1
Sreepathy Viswanathan,1000000.0,1
Sreeram Iyer,0.0,0
Sreevathsa Prabhakar,0.0,0
Srinath Batni,0.0,0
Srini Koppolu & SIDBI,2500000.0,1
Srini Raju,2500000.0,1
Srinivas Aluri,1000000.0,1
Srinivas Modukury,1000000.0,1
Srinivas Tirupati,500000.0,1
Srinivasa Rao Paturi,315000.0,1
Stanford Angels,2500000.0,3
Stanford Angels & Entrepreneurs,0.0,0
Star India Pvt Ltd,10000000.0,1
Star India Pvt. Ltd,10000000.0,1
StartUp Equity Partners,0.0,0
Startup Brasil program,290000.0,1
Startup Buddy,550000.0,2
Startup Oasis,0.0,0
StartupXseed Ventures,0.0,0
Startupxseed Ventures LLP,4000000.0,1
State Street Global Advisors,38400000.0,1
Steadview Capital,715200000.0,5
Steadview Capital and Vy Capital.,50000000.0,1
Steadview Capital and existing investors,700000000.0,1
Steelhead Ventures & Others,1070000.0,1
Stelcore Management Services,155000.0,1
Stellaris Venture Partners,295090000.0,6
Stellaris Venture Partners and Kalaari Capital,3400000.0,1
Stellaris Venture Partners and Mayur Abhaya Srisrimal,4200000.0,1
Stellaris Ventures & Others,4000000.0,1
Steven Lurie,2000000.0,1
Stevens Creek Ventures,1000000.0,1
Stripes Group,82000000.0,1
Subba Rao Telidevara,1200000.0,1
Subhash Goyal,470000.0,1
Subhkam Ventures and Mohit Khadaria,307600.0,1
Subho Ray and Samir Kumar,300000.0,1
Subodh Gupta,0.0,0
Subramani Somasundaram,200000.0,1
Subramanian Ramadorai,600000.0,1
Subramanya SV,0.0,0
Subramanya Venkat,0.0,0
Subrata Mitra,1150000.0,1
SucSEED Venture Partners,768000.0,1
"Sudhakar Pennam, and other tech investors from Silicon Valley",0.0,0
Sudhakar Reddy,315000.0,1
Sudhir Anandarao,500000.0,1
Sudhir Mallem,100000.0,1
Sudhir Mehta,100000.0,1
Sudhir Rao & Others,700000.0,1
Suhail Rahman,540000.0,1
Sujal Shah,0.0,0
Sujeet Kumar,700000.0,2
Sumit Dayal and others,0.0,0
Sumit Gandhi,100000.0,1
Sumit Jain,820000.0,2
Summit Media,3100000.0,1
Sumpoorna Group,0.0,0
Suncoast Investments,537000.0,1
Sundar Chanrai,5000000.0,1
Sundara Rajan,200000.0,1
Sundaram Finance Holdings,0.0,0
Sundeep Sahni,200000.0,1
Sundeep Singh Sahni,620000.0,1
Sunergy Investors,0.0,0
Sunil Edwards,0.0,0
Sunil Goyal Ashish Gupta,1500000.0,1
Sunil Kalra,0.0,0
Sunil Kant Munjal,25000000.0,1
"Sunil Koul, and Sanjeev Agrawal",0.0,0
Sunil Maheshwari & group of investors,0.0,0
Sunil Mehta,1000000.0,1
Sunil Munjal,48400000.0,4
Sunil Nikhar,0.0,0
Sunil Singh & Others,375000.0,1
Sunil T V,305000.0,1
Sunjay Kapoor and Telama Investment,14270000.0,1
Sunjay Kapur,0.0,0
Sunrise Capital GmBH,11000000.0,1
Sunstone Capital,0.0,0
Supera Pte Ltd,2443495.0,1
Suraj Saharan,0.0,0
Suramya Gupta,595000.0,1
Suresh Senapaty,0.0,0
Suresh Shankar,500000.0,1
Suresh Vaswani,0.0,0
Suresh Venkat,400000.0,1
Surojit Chatterjee,0.0,0
Surot Chatterjee,1000000.0,1
Susa Ventures,3000000.0,1
Sushil Kumar,0.0,0
Sushill Jiwarajka,0.0,0
Susquehanna Growth Equity,8048394.0,1
Susquehanna Growth Equity LLC,50000000.0,1
Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners,8000000.0,1
Sutter Hill Ventures,135000000.0,1
Suvo Sarkar,0.0,0
Suyash Sharma,77000.0,1
Sven Hensen,400000.0,1
Swan Angel Network,525000.0,2
Swapan Rajdev,0.0,0
Swarnim Multiventures,800000.0,1
Swastika,250000.0,1
Swastika Co Ltd.,1000000.0,1
Swastika Company Ltd,630000.0,3
Swastika Company Ltd.,40000.0,1
Swastika Company Pvt Ltd,0.0,0
Swastika Investmart Ltd,297000.0,1
Swati Gupta,1500000.0,1
Syngenta AG,3000000.0,1
Syska LED group,2500000.0,1
T V Mohandas Pai,410000.0,2
T.V. Mohandas Pai,0.0,0
TA Associates,125000000.0,2
TCI Ventures,13000000.0,1
TCS,2000000.0,1
TIW Private Equity,6000000.0,1
TLabs,0.0,0
TM Service Technology Holdings GmbH,0.0,0
TM Service Technology Holdings Gmbh,0.0,0
TNN Capital & IIG,0.0,0
TNN Capital and others,500000.0,1
TO THE NEW Ventures,10000000.0,1
TPG,100000000.0,1
TPG Growth,162150000.0,3
TR Capital,52150000.0,2
TV Mohandas Pai,6676000.0,8
TV Mohandas Pai\\xe2\\x80\\x99s family office,0.0,0
TVS Automobile Solutions Ltd,0.0,0
TVS Group,500000.0,1
TVS Motor Company,234000.0,1
Tamarind Family Private Trust,500000.0,1
Tandem Capital,770000.0,1
Tania Johny Palathinkal,100000.0,1
TannCam Investment & Sistema Asia Fund,14000000.0,1
Tano Capital,10000000.0,1
Tara India Fund IV and others,8000000.0,1
Taranjit Jaswal,1000000.0,1
Tarun Adlakha,0.0,0
Tarun Arora,150000.0,1
Tarun Joshi,2000000.0,1
Tarun Khandelwal,3100000.0,1
Tashwinder Singh,1000000.0,1
Tata Capital Innovation Fund,5000000.0,1
Tata Group\\xe2\\x80\\x99s watch and jewellery retailing firm,5000000.0,1
Tata Sons,0.0,0
Taurus Value Creation,7200000.0,1
Taxmann,324000.0,1
Teachers Insurance and Annuity Association (TIAA),31000000.0,1
Team Builder Ventures,0.0,0
Techstars,290000.0,1
Techstars Ventures & Others,5000000.0,1
Tekne Capital Management,36000000.0,1
Tekne Capital Management LLC,50000000.0,1
Tekton Ventures,5150000.0,1
Telephone Corporation,0.0,0
Temasek,120000000.0,2
Temasek Holdings,200000000.0,2
Tenaya Capital,80000000.0,1
Tencent,265000000.0,3
Tencent Holdings,1610000000.0,3
Tencent Holdings Ltd,115000000.0,1
Tennenbaum Capital Partners & Others,100000000.0,1
"TermSheet, ah! Ventures",185000.0,1
Teru Sato,0.0,0
Teruhide Sato,500000.0,1
The 1947,300000.0,1
The Chennai Angels,6014000.0,9
The Grover Trust,4500000.0,1
The HR Fund,2300000.0,2
The Oliver R. Grace,0.0,0
The Phoenix Fund,0.0,0
The Phoenix Fund and others,0.0,0
The Rise Fund & Others,100000000.0,1
The Saha Fund,0.0,0
The Syndicate Fund,400000.0,1
The Ten Minute Million,108500.0,3
ThinQbate,0.0,0
ThirtyThree Investments,0.0,0
Thomas Assessments and others,0.0,0
Thrive Capital,55000000.0,1
Tiger Global,2045400000.0,27
Tiger Global & Other investors,100000000.0,1
Tiger Global And Others,10000000.0,1
Tiger Global Management,791400000.0,21
Tiger Global and Apoletto Managers.,62000000.0,1
Tim Chen,180000.0,1
Timbru Ventures,0.0,0
Times Group,0.0,0
Times Group Brand Capital,0.0,0
Times Internet,251000000.0,8
Times Internet Ltd,54500000.0,2
Times Internet Ltd & One more Fund,20000000.0,1
Times of India Group & Existing investors,13500000.0,1
Titan Co Ltd,5000000.0,1
Tolaram Inc,1500000.0,1
Tom Clausen,135000.0,1
Tom Varkey,0.0,0
Toos N Daruvala,2250000.0,1
Toppan Printing,15800000.0,1
Torrent Group,37000000.0,1
Touchstone Equities,1500000.0,1
Tracxn,0.0,0
Tracxn Labs,4200000.0,4
Tracxn Labs & Others,600000.0,1
Tracxn Syndicate,0.0,0
TracxnLabs,0.0,0
TransGlobal FZC,3000000.0,1
Transamerica,15000000.0,1
Transamerica and others.,22000000.0,1
Transmedia Capital,2700000.0,1
Traxcn Labs,0.0,0
Traxcn Labs & Others,1300000.0,1
Tree Line Asia,31600000.0,2
Treebo,0.0,0
Tribe Impact Capital LLP,0.0,0
Trifecta Capital,61835089.0,11
Trifecta Capital Advisors,26000000.0,1
Trifecta Capital Advisors LLP,3200000.0,1
Trinity Ventures,16000000.0,1
Triodos,2739034.68,1
Triodos Investment Management,6900000.0,1
Triton Investment Advisors,26000000.0,1
True North,77000000.0,1
Trust Capital,32000000.0,1
Turning Ideas,50000.0,1
Tuscan Ventures,6250000.0,1
Tushar Mittal,150000.0,1
Tushar Singh,2000000.0,1
Tybourne Capital,130000000.0,2
UC-RNT,3000000.0,1
UC-RNT Fund,31000000.0,1
UK based Group of Angel Investors,140000.0,1
Uber Technologies Inc,0.0,0
Udaan Angels,1000000.0,2
Uday Kotak,1350000.0,1
Uday Punj,0.0,0
Uday Shankar,0.0,0
Udayan Goyal,3000000.0,1
Umang Kumar,445000.0,1
Umang Kumar & Others,0.0,0
Umang Moondra,0.0,0
Umasankar Nistala,0.0,0
Umesh Yadav,0.0,0
Un disclosed investors,1000000.0,1
Undisclosed Angel investors & HNIs,0.0,0
Undisclosed Dubai based HNIs,0.0,0
Undisclosed Ex Mckinsey Directors and Partners,550000.0,1
Undisclosed Existing Investors As Well As The Tamarind Family Trust,4500000.0,1
Undisclosed HNI investors,1000000.0,1
Undisclosed HNI\\xe2\\x80\\x99s,734000.0,1
Undisclosed HNIs,3645000.0,5
Undisclosed Investors & Tamarind Family Private Trust,2200000.0,1
Undisclosed Japanese investor,8000000.0,1
Undisclosed US Based Investors,4000000.0,1
Undisclosed angel investors,0.0,0
Undisclosed multiple investors,147000.0,1
Undisclosed private investors,100000.0,1
Unicorn India Ventures,1735000.0,4
Unicorn India Ventures & Others,0.0,0
Unicorn India Ventures and ISME ACE.,2000000.0,1
Unicorn Venture,225000.0,1
Unicorn Ventures,250000.0,1
Unifi AIF,0.0,0
Unigrowth Inc,0.0,0
Unilazer,1200000.0,1
Unilazer Fund,1400000.0,1
Unilazer Ventures,18600000.0,5
Unilever,430665.0,1
Unilever Ventures,3000000.0,1
Unilever Ventures and Blume Ventures,7000000.0,1
Uniliver Ventures,10000000.0,1
Uniqorn Ventures,350000.0,1
Uniqorn Ventures Fund,1500000.0,1
Uniqorn Ventures and other,70000000.0,1
Uniqorn ventures,700000.0,1
Unitus Impact Livelihoods Fund,5000000.0,1
Unitus Seed Fund,16320000.0,8
Unitus Seed Fund\\nNarayan Ramachandran,500000.0,1
Unitus Ventures,1000000.0,1
Unknown High Net-Worth Individuals,450000.0,1
Unnamed Media house and HNIs,6000000.0,1
Unnamed angel investors,200000.0,1
Unnamed investor,77000.0,1
Unternehmertum Venture Capital,0.0,0
Upaya Social Ventures,0.0,0
Urrshila Kerkar,7700000.0,1
Utsav Somani,370000.0,1
V Aanand R,300000.0,1
V Balakrishnan,776000.0,3
V Balakrishnan.,0.0,0
V. Balakrishnan,0.0,0
V. Bunty Bohra,0.0,0
V. Krishna Prasad,0.0,0
VA Sastry,625000.0,1
VAMM Ventures,750000.0,1
VC Karthic,0.0,0
VC Samsung NEXT,6000000.0,1
VC firms India Quotient and Kae Capital,6250000.0,1
VH Capital,24800000.0,2
Vaibhav Domkundwar,0.0,0
Vaibhav Doshi,300000.0,1
Vaibhav Jain,0.0,0
Vaibhav Vohra,0.0,0
Valiant Capital,117500000.0,4
Valiant Capital Partners,26000000.0,1
Vallabh Bhanshali,2300000.0,1
Valpro Capital and existing investors,0.0,0
Value Fund Advisors,50000000.0,1
Vandana Luthra,0.0,0
Vani Kola,0.0,0
Varsha Rao,0.0,0
Varun Agarwal & Others,0.0,0
Varun Aggarwal,400000.0,1
Varun Ahuja,150000.0,1
Varun Khanna,0.0,0
Varun Khurana,200000.0,1
Vectr Ventures,0.0,0
Vedanta Capital,2250000.0,1
Vegas Tech Fund,2950000.0,1
Vellayan Subbiah,0.0,0
Venk,0.0,0
Venk Krishna,1150000.0,1
Venk Krishnan,840000.0,2
Venkat Subramanian,0.0,0
Venkat Tadanki,0.0,0
Venkat Vallabhaneni,5000000.0,1
Venkat Vallabhneni,315000.0,1
Venkat Vardhan,1500000.0,1
Venkatesh Valluri,0.0,0
Venky Harinarayan,1200000.0,1
Venky Krishnakumar,500000.0,1
VenturEast,0.0,0
Venture Catalyst,0.0,0
Venture Catalysts,5364000.0,10
Venture Highway,22600000.0,4
Venture Highway and BEENEXT,14000000.0,1
Venture Nursery,750000.0,1
Venture Nursery Angels Mumbai Angels,500000.0,1
Venture Works,3450000.0,2
VentureEast,17000000.0,2
VentureNursery,0.0,0
Ventureast,56650000.0,7
Ventureast Fund Advisors,0.0,0
Ventureast and Exfinity,2500000.0,1
"Ventureast, and Endiya Partners.\\n\\n",30000000.0,1
Venturesity,0.0,0
Ventureworks India,1000000.0,1
Venturra Capital,8000000.0,1
Venugopal Dhoot,3100000.0,1
Verlinvest,0.0,0
Verlinvest SA,10000000.0,1
Version One Ventures,1800000.0,1
Vertex Growth Fund,30000000.0,1
Vertex Ventures,98250000.0,11
Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund,30000000.0,1
Vibhu Garg,1500000.0,2
Vida Ventures,500000.0,2
Vidal Healthcare,1900000.0,1
Vidyadhar Sarfare,0.0,0
Vijai Laxmi,0.0,0
Vijay Anand,0.0,0
Vijay Ghadge,305000.0,1
Vijay Kedia,0.0,0
Vijay Krishna Yadav,0.0,0
Vijay Shekhar Sharma,1005400000.0,7
Vijay Shekhar Sharma & Others,400000.0,1
Vikas Agarwal,310000.0,1
Vikas Bajaj,0.0,0
Vikas Chadha & Others,0.0,0
Vikas Kapoor,0.0,0
Vikas Ranjan,0.0,0
Vikas Saxena,3000000.0,1
Vikas Taneja & others,1000000.0,1
Vikram Chachra,1470000.0,4
Vikram Kotak,440000.0,1
Vikram Lakhotia,200000.0,1
Vikram Limaye,0.0,0
Vikram Mehta,175000.0,1
Vikram Sud,15000000.0,1
Vikram Tandon,1000000.0,1
Vikrant Varshney,350000.0,1
Viktor Koenig PE Fund,1000000.0,1
Village Capital,100000.0,2
Villgro,0.0,0
Vinay Bansal,200000.0,1
Vinay Goel,0.0,0
Vinay Mittal,250000.0,1
Vindi Banga,0.0,0
Vineel Nalla & Others,150000.0,1
Vineet Nalla,0.0,0
Vineet Singh,0.0,0
Vineet Taneja,0.0,0
Vineet Varma,300000.0,1
Vinners,250000.0,1
Vinod Bansal,0.0,0
Vinod Jain & Others,0.0,0
Vinod Khatumal,3000000.0,1
Vinod Martin,275000.0,3
Vinod Singhal,0.0,0
Vipin Agarwal and others.,1000000.0,1
Vipin Arora,210000.0,1
Vipul Gautam,100000.0,1
Vipul Parekh,2700000.0,1
"Vipul Parekh, ajesh K Murthy",2500000.0,1
Vir Sanghvi,0.0,0
Viraj Tyagi & Others,200000.0,1
Viraj Tyagi & others,200000.0,1
Virendra Patel,450000.0,1
Virendra Shahney,250000.0,1
Virendra Shekhawat,0.0,0
Viridian Capital,30000.0,1
Vishal Bali,0.0,0
Vishal Bali & Others,0.0,0
Vishal Gondal,2750000.0,2
Vishal Jain,0.0,0
Vishal Khare,1110000.0,3
Vishal Malik,0.0,0
Vishnu Bhat,0.0,0
Vishwadeep Bajaj,0.0,0
Vishwadeep Bajaj & Others,0.0,0
Vishwanathan,0.0,0
Vishwas Patel,0.0,0
Vispi Daver,3690000.0,1
Vissal Mathew,1500000.0,1
Vistaar Investment Advisors Pvt. Ltd.,0.0,0
Viswanath Ramachandran,500000.0,1
Vivek Bhargava,797000.0,3
Vivek Joshi,0.0,0
Vivek Khare and Bijoy George,450000.0,1
Vivek Nathani,0.0,0
Vivek Shah,0.0,0
Vividhity Ventures,0.0,0
Vona Investments,150000.0,1
Vriddhi Fund,1000000.0,1
Vy Capital,92600000.0,4
Vy Capital and others,1400000.0,1
WEH Ventures and Sprout Ventures,1250000.0,1
WGG International,3200000.0,1
WRV Capital,17000000.0,1
WRV Capital and IndusAge Partners,10000000.0,1
Waheed Alli,5400000.0,1
Warburg Pincus,432000000.0,5
Ward Ferry Management and Karst Peak Capital,34000000.0,1
Wargburg Pincus,20000000.0,1
WaterBridge Ventures,6150000.0,3
Waterbridge Ventures,7000000.0,1
Waterbridge Ventures and ThinKuvate,1000000.0,1
Wealth First,500000.0,1
Wellington,150000000.0,1
Wellington Management,77000000.0,1
WestBridge Capital,92000000.0,2
Westbridge Capital,3900000000.0,1
Westbridge Capital Partners,15600000.0,1
White Unicorn Ventures,0.0,0
Whiteboard Capital,3000000.0,1
William Bissel,0.0,0
William Bissell,2250000.0,1
William Campbell,2250000.0,1
Wingify,0.0,0
Wipro,5000000.0,1
Wipro Consumer Care,0.0,0
Wipro Ventures,4000000.0,1
Wonder Ventures,5000000.0,1
Wu Chay Chin,3000000.0,1
XL Innovate,37000000.0,1
Xchange Investors NV,3000000.0,1
Xelpmoc,0.0,0
Xiaomi,13400000.0,1
Xiaomi Inc,25000000.0,1
Xiaomi Singapore,18200000.0,1
Xiaomi Technologies,8000000.0,1
Xiaomi and Sequoia Capital India,7000000.0,1
