name,industry,subVertical,city,totalRaisedUSD,fundingRounds,firstFunded,lastFunded
SmartCoin,Consumer Internet & Tech,Micro Lending platform,Bangalore,0.0,1,2017-04-03,2017-04-03
SmartHi,Consumer Internet & Tech,Audit automation Solutions,Pune,0.0,1,2017-01-23,2017-01-23
SmartPocket,,,,250000.0,1,2015-02-02,2015-02-02
SmartVizX,Consumer Internet & Tech,Virtual Reality Solutions,Noida,500000.0,1,2016-03-09,2016-03-09
Smartairtrip.com,,,,10000000.0,1,2015-02-23,2015-02-23
Smartcoin,Fintech,Micro lending company,Bangalore,2000000.0,1,2018-03-28,2018-03-28
Smartcooky,E-Commerce,Marketplace for Health Foods,Delhi,0.0,2,2016-01-01,2016-02-05
Smartivity,Edtech,Designer Of Toys and Learning Projects For Kids,Delhi,3000000.0,2,2016-05-16,2018-05-24
Smartivity.in,Edtech,,Delhi,200000.0,1,2015-10-28,2015-10-28
Smartron,Consumer Internet & Tech,Internet of Things Device manufacturer,Bangalore,0.0,1,2016-03-22,2016-03-22
Sminq,Consumer Internet & Tech,Queue management Mobile app,Pune,1000000.0,1,2016-06-14,2016-06-14
Smytten,E-Commerce,Online Discovery and Shopping Platform,Gurgaon,200000.0,2,2015-11-17,2016-04-18
Snackible,Food & Beverage,Healthy Snacks manufacturer,Mumbai,175000.0,1,2017-04-17,2017-04-17
SnapBizz,E-Commerce,Mobile based Retail Market Ecosystem,Bangalore,7200000.0,1,2016-01-22,2016-01-22
Snapbizz,Consumer Internet & Tech,Connectivity platform for local grocery stores,Bangalore,0.0,1,2016-02-15,2016-02-15
Snapdeal,E-Commerce,Horizontal Online Marketplace,Delhi,700000000.0,2,2015-08-01,2016-02-15
Snapshopr,Consumer Internet & Tech,Visual Search & Image Recognition Platform,Bangalore,0.0,1,2016-01-14,2016-01-14
Social Quotient,Consumer Internet & Tech,Platform for Social Causes,Mumbai,0.0,1,2016-09-05,2016-09-05
Sokrati,,,,0.0,1,2015-01-09,2015-01-09
SolarTown,Consumer Internet & Tech,Solar Rooftop system installation company,Chennai,200000.0,1,2016-05-04,2016-05-04
SooperMO,Consumer Internet & Tech,Android utility app suite creator,Gurgaon,100000.0,1,2016-10-25,2016-10-25
Soothe Healthcare,Healthtech,,Noida,0.0,1,2015-11-06,2015-11-06
SoundSurround,Consumer Internet & Tech,Audio Technology Solutions,Mumbai,22500.0,1,2016-02-02,2016-02-02
Spandana Sphoorty,Fintech,Micro finance institution providing small ticket unsecured loans to women,Hyderabad,19500000.0,1,2017-12-20,2017-12-20
Spares Hub,E-Commerce,Automobile parts marketplace,Pune,311000.0,1,2017-06-27,2017-06-27
SparesHub,E-Commerce,,Pune,460000.0,1,2015-11-06,2015-11-06
Specsmakers,E-Commerce,Online Spects Platform for Men and Women,Chennai,10000000.0,1,2017-12-26,2017-12-26
SpectraVR,Consumer Internet & Tech,Virtual Reality Content Studio,Mumbai,0.0,1,2016-07-07,2016-07-07
SpeedBox,Logistics & Transport,On-Demand Logistics Service provider,Mumbai,300000.0,1,2017-08-03,2017-08-03
SpiderG,Consumer Internet & Tech,Online invoice app for SMEs,Pune,150000.0,1,2016-06-22,2016-06-22
Spinny,E-Commerce,Online Used Car marketplace,Gurgaon,1000000.0,1,2017-06-06,2017-06-06
Splitkart,Other,,Delhi,0.0,1,2015-12-04,2015-12-04
SpoonJoy,Food & Beverage,,Bangalore,1000000.0,1,2015-05-04,2015-05-04
Sport Flashes,Consumer Internet & Tech,Sports Based Online Media portal,Delhi,0.0,1,2017-03-27,2017-03-27
Sportido,Consumer Internet & Tech,Sports Discovery platform,Noida,0.0,1,2016-10-06,2016-10-06
Sportobuddy,Consumer Internet & Tech,Sports & Sport related equipment portal,Mumbai,150000.0,1,2017-09-25,2017-09-25
Sports Flashes,Consumer Internet & Tech,Sports Content Mobile App,Delhi,0.0,2,2017-04-11,2017-08-14
SportyBeans,Edtech,,Pune,0.0,1,2015-10-06,2015-10-06
SportzVillage,Edtech,,Bangalore,10000000.0,1,2015-10-06,2015-10-06
SpotDraft,Consumer Internet & Tech,Contract Automation,Gurgaon,550000.0,1,2017-10-25,2017-10-25
Springboard,Consumer Internet & Tech,Online Courses and Mentoring from Experts,Bangalore,11200000.0,2,2015-12-17,2017-12-19
Springleap,,,,800000.0,1,2015-05-19,2015-05-19
Sqqrl,Fintech,App-based investment platform,Gurgaon,1000000.0,1,2018-06-25,2018-06-25
SquadRun,,,,0.0,1,2015-02-25,2015-02-25
Squadrun,Consumer Internet & Tech,Software-As-a-Service Platform,Noida,2100000.0,1,2017-04-12,2017-04-12
Square Yards,Consumer Internet & Tech,Property Search Aggregator platform,Gurgaon,28000000.0,3,2015-05-05,2017-01-12
Stalk Buy Love,E-Commerce,Fashion Apparel eTailer,Delhi,6000000.0,2,2016-09-05,2016-12-09
StalkBuyLove,E-Commerce,Online fashion marketplace,Delhi,1000000.0,3,2015-10-07,2017-04-26
StanPlus,Logistics & Transport,Medical Transportation Services,Hyderabad,1100000.0,1,2017-10-11,2017-10-11
Stanza Living,Consumer Internet & Tech,Student accommodation platform,Delhi,2000000.0,1,2017-11-28,2017-11-28
Staqu,Consumer Internet & Tech,Artificial Intelligence based search platform,Gurgaon,0.0,1,2016-06-23,2016-06-23
Startup Buddy,Consumer Internet & Tech,Startup Support Platform,Gurgaon,0.0,1,2017-04-07,2017-04-07
Stashfin,Consumer Internet & Tech,Personal Finance App,Delhi,5000000.0,1,2017-06-27,2017-06-27
Stasis Labs,Consumer Internet & Tech,Cloud based health monitoring platform,Bangalore,5000000.0,1,2016-11-16,2016-11-16
Stay Simple Resorts,Travel & Hospitality,,Bangalore,0.0,1,2015-12-10,2015-12-10
StayGlad,Fashion & Lifestyle,,Bangalore,0.0,2,2015-06-29,2015-11-27
StayZilla,Consumer Internet & Tech,Budget Room Aggregator Booking platform,Chennai,13500000.0,1,2016-05-13,2016-05-13
Stayabode,Consumer Internet & Tech,Co-Living space aggregator,Bangalore,0.0,1,2017-08-10,2017-08-10
Staydobe,Consumer Internet & Tech,Co-Living Spaces Aggregator,Bangalore,0.0,1,2017-02-27,2017-02-27
Stayology,Consumer Internet & Tech,Stay & Travel related services,Bangalore,0.0,1,2016-10-20,2016-10-20
Stayzilla,,,,20000000.0,1,2015-02-12,2015-02-12
Stelae,SaaS & Enterprise Tech,,Chennai,0.0,1,2015-11-26,2015-11-26
Stellaps,Consumer Internet & Tech,Iot Application Platform In Agriculture,Bangalore,14000000.0,1,2018-05-30,2018-05-30
StitchWood,E-Commerce,Custom Furniture Online,Mumbai,200000.0,1,2016-07-04,2016-07-04
Stitchwood,E-Commerce,,Mumbai,395000.0,1,2015-07-04,2015-07-04
Stockal,Consumer Internet & Tech,App-based Investment advisory Services,Bangalore,350000.0,2,2015-10-21,2017-06-08
Stockroom.io,Consumer Internet & Tech,Curated Platform for Developers,Hyderabad,70000.0,2,2015-10-09,2017-02-03
StoreKing,E-Commerce,Connecting Small Town Consumers to E-Commerce,Bangalore,16000000.0,2,2015-02-10,2016-06-08
StoreMore.in,Fashion & Lifestyle,,Noida,0.0,1,2015-08-07,2015-08-07
Strata Enviro,Consumer Internet & Tech,IoT based air pollution controller,Mumbai,0.0,1,2017-12-01,2017-12-01
Stratfit,Consumer Internet & Tech,Health coaching programs,Hyderabad,232000.0,1,2017-06-08,2017-06-08
Streak,Consumer Internet & Tech,Algorithmic Trading,Bangalore,354600.0,1,2018-01-15,2018-01-15
Streamoid,Other,,Bangalore,1000000.0,1,2015-12-15,2015-12-15
Streo,Consumer Internet & Tech,Live Music Streaming App,Bangalore,0.0,1,2016-12-02,2016-12-02
Stridalyzer,,,,30768.0,1,2015-01-07,2015-01-07
Strike,Consumer Internet & Tech,Mobile Email productivity tool,Bangalore,22500.0,1,2016-02-02,2016-02-02
Stuffed,Food & Beverage,,Mumbai,385000.0,1,2015-11-03,2015-11-03
Stumagz,Consumer Internet & Tech,Online Communication and Collaboration Platform For Educational Institutions,Hyderabad,0.0,1,2018-03-14,2018-03-14
StyleDotMe,E-Commerce,Fashion and Shopping,Delhi,0.0,1,2019-05-05,2019-05-05
StyleTag,E-Commerce,,Bangalore,7500000.0,1,2015-11-17,2015-11-17
Stylecracker,Other,,Mumbai,1000000.0,1,2015-09-01,2015-09-01
Styledotme,Consumer Internet & Tech,Mobile Fashion App,Delhi,37000.0,1,2016-02-22,2016-02-22
Stylflip,E-Commerce,Pre-Owned Fashion marketplace mobile app,Mumbai,0.0,1,2016-03-10,2016-03-10
Stylofie,Consumer Internet & Tech,Online Beauty Parlour search & discovery Platform,Gurgaon,250000.0,2,2015-11-24,2016-02-10
Sulekha.com,E-Commerce,,Chennai,28000000.0,1,2015-04-20,2015-04-20
Sumeru,Consumer Internet & Tech,Banking Software License Platform,Bangalore,1900000.0,2,2017-05-03,2017-11-15
Summerlabel,Consumer Internet & Tech,Fashion and Lifestyle discovery platform,Gurgaon,150000.0,1,2017-03-06,2017-03-06
SunTerrace,CleanTech & Energy,,Delhi,0.0,1,2015-05-21,2015-05-21
Sunday Realty Solutions,Real Estate & PropTech,,Mumbai,785000.0,1,2015-08-05,2015-08-05
Sunstone Eduversity Pvt. Ltd,Edtech,Elearning,Gurgaon,1500000.0,1,2019-11-13,2019-11-13
SuperGaming,Media & Entertainment,Social gaming platform,Pune,1300000.0,1,2019-11-12,2019-11-12
Superhero Brands,Other,,Mumbai,540000.0,1,2015-11-30,2015-11-30
Supplified,E-Commerce,Construction material eTailer,Delhi,1000000.0,1,2016-03-10,2016-03-10
Supr Daily,Consumer Internet & Tech,Subscription based delivery platform,Mumbai,1620000.0,3,2016-12-21,2017-05-30
Swajal,Other,,Gurgaon,1200000.0,1,2015-07-29,2015-07-29
Swiggy,Food & Beverage,Online Food Delivery,Bangalore,270500000.0,8,2015-04-03,2018-02-07
SwitchMe,Consumer Internet & Tech,Home Loan Rate comparison platform,Mumbai,0.0,1,2016-03-31,2016-03-31
Synctag,Consumer Internet & Tech,Social Media Anlaytics Platform,Coimbatore,307600.0,1,2018-04-02,2018-04-02
Synup,Consumer Internet & Tech,SME Marketing Management Solution,Bangalore,6000000.0,1,2017-09-25,2017-09-25
Syona Cosmetics,Food & Beverage,Beauty Products & Training to Salons & Spas,Chennai,150000.0,2,2015-06-24,2016-06-21
Systemantics,Consumer Internet & Tech,Industrial robots maker,Bangalore,1400000.0,1,2016-03-02,2016-03-02
TAC Security,Consumer Internet & Tech,Cyber-Security Solutions Provider,Delhi,0.0,1,2016-08-23,2016-08-23
THB,Consumer Internet & Tech,Clinical research and data analytics,Gurgaon,0.0,1,2016-12-06,2016-12-06
TOFlo,Fintech,,Mumbai,100000.0,1,2015-09-01,2015-09-01
TOKO Innovation Studios,Consumer Internet & Tech,Children s Entertainment Games & Products,Delhi,450000.0,1,2016-04-22,2016-04-22
TYGR,Consumer Internet & Tech,Transport and logistics mobile App,Mumbai,3000000.0,1,2016-12-02,2016-12-02
TableHero,Consumer Internet & Tech,Dynamic Restaurant Website creator,Bangalore,1000000.0,1,2016-02-16,2016-02-16
TagBox,Consumer Internet & Tech,Cold Chain monitoring solution,Bangalore,0.0,1,2017-10-24,2017-10-24
Tagos Design,Consumer Internet & Tech,in-video discovery platform,Bangalore,5000000.0,1,2017-06-30,2017-06-30
Tails Life,Consumer Internet & Tech,Pet care portal & mobile app,Bangalore,0.0,1,2017-09-07,2017-09-07
Tailslife,Consumer Internet & Tech,Pet Parenting mobile app,Bangalore,0.0,1,2016-12-07,2016-12-07
Tala,Fintech,Digital Lending Platform,Santa Monica,110000000.0,1,2019-08-23,2019-08-23
Talent Next,Consumer Internet & Tech,Talent Discovery & Audition management platform,Mumbai,1000000.0,1,2016-10-31,2016-10-31
TalentEdge,Consumer Internet & Tech,Distance Education Learning Platform,Bangalore,7600000.0,1,2017-11-08,2017-11-08
Talentrack,E-Commerce,,Delhi,0.0,1,2015-11-27,2015-11-27
Talkoot,Social & Community,,Bangalore,100000.0,1,2015-11-21,2015-11-21
TapChief,Consumer Internet & Tech,Professional Expert Advice Platform,Bangalore,0.0,1,2016-11-26,2016-11-26
TapCibo,,,,0.0,1,2015-01-09,2015-01-09
Tapchief,Consumer Internet & Tech,Expert Advice Platform,Bangalore,150000.0,1,2016-04-15,2016-04-15
Tapzo,Consumer Internet & Tech,Personal Assistant,Bangalore,1930000.0,1,2018-01-10,2018-01-10
Tarusa World,E-Commerce,Handicraft products eTailer,Mumbai,0.0,1,2016-03-04,2016-03-04
TaskBucks,E-Commerce,,Delhi,15000000.0,1,2015-11-16,2015-11-16
Taskbob,Consumer Internet & Tech,Hyperlocal Handyman services platform,Mumbai,5700000.0,2,2015-04-16,2016-02-22
Tata Housing,Real Estate & PropTech,Residential Project,Mumbai,23000000.0,1,2017-12-05,2017-12-05
Tavaga,Fintech,,Mumbai,0.0,1,2015-10-29,2015-10-29
Tax2Win,Consumer Internet & Tech,Online Tax Filing Portal,Jaipur,1000000.0,1,2016-07-20,2016-07-20
TaxSutra,Consumer Internet & Tech,Online Tax Filing platform,Pune,526000.0,2,2015-02-25,2017-01-02
TaxiVaxi,Consumer Internet & Tech,Cab Aggregating Platform,Delhi,500000.0,1,2016-05-19,2016-05-19
Tazzo Bikes,Consumer Internet & Tech,Motorbike rental platform,Hyderabad,227000.0,1,2016-10-15,2016-10-15
Tea Box,E-Commerce,Fresh Indian Tea Selling Platform across 112 countries,Bangalore,7000000.0,1,2017-12-14,2017-12-14
Tea Trails,Other,,Mumbai,1000000.0,1,2015-09-15,2015-09-15
Teabox,E-Commerce,Online Tea Store,Siliguri,6000000.0,2,2015-03-25,2016-06-09
Teabox.com,E-Commerce,Specialty Tea ETailer,Siliguri,0.0,1,2016-01-27,2016-01-27
Team Indus,,,,1500000.0,1,2015-03-28,2015-03-28
Teewe,,,,1750000.0,1,2015-03-26,2015-03-26
Telr,Consumer Internet & Tech,Online Payment Gateway,Mumbai,3000000.0,1,2017-05-16,2017-05-16
TempGo,Consumer Internet & Tech,IoT and SaaS based transportation platform,Goa,250000.0,1,2017-11-24,2017-11-24
TempoGo,Consumer Internet & Tech,IoT & SAAS Solutions for Transportation Industry,Panaji,825000.0,1,2017-01-03,2017-01-03
Ten3t Health,Consumer Internet & Tech,medical grade wearable patch maker,Bangalore,0.0,1,2016-12-14,2016-12-14
Teritree,Media & Entertainment,,Bangalore,140000.0,1,2015-06-09,2015-06-09
Termsheet,Other,,Chennai,100000.0,1,2015-05-01,2015-05-01
TestBook,Consumer Internet & Tech,Online Test Preparation Platform,Mumbai,0.0,1,2017-04-03,2017-04-03
Testbook,Consumer Internet & Tech,Online Test Preparation Platform,Mumbai,0.0,1,2016-03-01,2016-03-01
The Better India,,,,166000.0,1,2015-03-16,2015-03-16
The BlueBook,Consumer Internet & Tech,online to offline marketing platform,Bangalore,500000.0,1,2016-12-21,2016-12-21
The Good Life,E-Commerce,Online Luxury Tea etailer,Mumbai,1000000.0,1,2017-05-18,2017-05-18
The Gourmet Jar,E-Commerce,Gourmet Food etailer,Noida,0.0,1,2016-11-04,2016-11-04
The Healthy Billions,Healthtech,Analytics,Gurgaon,2100000.0,1,2018-02-21,2018-02-21
The Home Salon,Healthtech,,Mumbai,0.0,1,2015-08-03,2015-08-03
The Indian IRIS,Consumer Internet & Tech,Govt Policy Research & Information portal,Ahmedabad,0.0,1,2016-06-20,2016-06-20
The Ken,Consumer Internet & Tech,Subscription-Only News Website,Bangalore,1900000.0,2,2017-02-17,2018-07-18
The Kettlery,E-Commerce,Online Tea Etailer,Ahmedabad,1000000.0,1,2016-10-26,2016-10-26
The Label Life,E-Commerce,Home Decor and Online Fashion Portal,Mumbai,3100000.0,1,2017-12-07,2017-12-07
The Man Company,Food & Beverage,Beauty and Grooming,Gurgaon,0.0,2,2015-09-22,2019-10-21
The Moms Co,E-Commerce,Pregnancy & Baby Care product etailer,Gurgaon,1000000.0,1,2017-09-18,2017-09-18
The Mons Co.,E-Commerce,Pregnancy & Baby Care etailer,Delhi,0.0,1,2017-03-22,2017-03-22
The News Minute,Media & Entertainment,,Bangalore,0.0,1,2015-12-18,2015-12-18
The Office Pass,Consumer Internet & Tech,CoWorking Spaces booking platform,Gurgaon,245000.0,1,2017-04-25,2017-04-25
The Porter,Logistics & Transport,,Mumbai,6000000.0,2,2015-06-24,2015-06-24
The Postbox,E-Commerce,Art & Lifestyle ECommerce Store,Chennai,0.0,1,2016-12-26,2016-12-26
The Print,Media & Entertainment,News portal,Delhi,535000.0,2,2017-05-23,2018-03-27
The Uolo,Consumer Internet & Tech,School Parent Communication App,Bangalore,210000.0,1,2016-06-23,2016-06-23
The Viral Fever,Consumer Internet & Tech,Independent Online Video production company,Mumbai,10000000.0,1,2016-02-17,2016-02-17
The Wedding Brigade,Consumer Internet & Tech,Online Services,Mumbai,1600000.0,2,2016-04-28,2018-01-29
The/Nudge Foundation,Other,,Bangalore,315000.0,1,2015-09-10,2015-09-10
TheBetterIndia.com,Media & Entertainment,,Bangalore,0.0,1,2015-05-18,2015-05-18
TheCapitalNet,Fintech,Unified Global Investments Ecosystem,Hyderabad,500000.0,1,2018-07-26,2018-07-26
TheKarrier,Logistics & Transport,,Bangalore,240000.0,1,2015-05-28,2015-05-28
TheSmartQ,Consumer Internet & Tech,Food Ordering Mobile App,Bangalore,250000.0,1,2016-05-18,2016-05-18
Theranosis,Healthtech,Specialised diagnostics Platform,Hyderabad,0.0,1,2018-06-11,2018-06-11
ThinkPhi,Consumer Internet & Tech,Sustainable Green Tech Solution developer,Mumbai,0.0,1,2016-06-16,2016-06-16
ThinkerBell,Consumer Internet & Tech,Assisted Learning Startup,Bangalore,200000.0,1,2017-07-26,2017-07-26
ThirdWatch,Consumer Internet & Tech,AI-powered anti-fraud solutions,Gurgaon,0.0,1,2017-10-09,2017-10-09
Thrill App,,,,1000000.0,1,2015-01-25,2015-01-25
TicketNew,Consumer Internet & Tech,Movie Ticket Booking platform,Chennai,35000000.0,1,2017-01-09,2017-01-09
Tilite Technologies Pvt. Ltd,Consumer Internet & Tech,Saas based Corporate Travel Management Solution,Bangalore,0.0,1,2017-11-09,2017-11-09
TimeSaverz,Logistics & Transport,,Mumbai,2400000.0,1,2015-08-19,2015-08-19
Timemytask,Consumer Internet & Tech,On-Demand home cleaning services,Mumbai,0.0,1,2016-02-17,2016-02-17
Timesaverz,Consumer Internet & Tech,Hyperlocal home services provider,Mumbai,1000000.0,1,2017-07-05,2017-07-05
TinMen,Consumer Internet & Tech,Food Delivery Platform,Hyderabad,0.0,1,2016-01-29,2016-01-29
Tinmen,Consumer Internet & Tech,Food Delivery platform,Hyderabad,0.0,2,2017-04-12,2017-09-25
TinyOwl,Food & Beverage,,Mumbai,23500000.0,2,2015-02-26,2015-10-30
TinyStep,Consumer Internet & Tech,Parenting Info & Social Network,Bangalore,3580000.0,4,2016-01-19,2017-01-17
Tiyo,Consumer Internet & Tech,Doctor Search Mobile App,Kolkata,0.0,1,2016-12-20,2016-12-20
Toffee,Consumer Internet & Tech,Online Insurance Platform,Gurgaon,1500000.0,1,2018-05-29,2018-05-29
Toko Innovations,Consumer Internet & Tech,Children s Entertainment Portal,Bangalore,450000.0,1,2016-05-09,2016-05-09
Tokri,Consumer Internet & Tech,Hyperlocal Grocery Delivery platform,Pune,2500000.0,1,2016-08-01,2016-08-01
Tonbo Imaging,Consumer Internet & Tech,Imaging Technology for Armed Forces,Bangalore,17000000.0,1,2017-09-12,2017-09-12
Tone Tag,Consumer Internet & Tech,Contactless Payment Solution,Bangalore,0.0,1,2016-11-10,2016-11-10
ToneTag,Fintech,,Bangalore,1000000.0,1,2015-08-10,2015-08-10
Tonetag,Consumer Internet & Tech,Mobile Payments Technology Platform,Bangalore,8000000.0,1,2018-05-29,2018-05-29
Tookitaki,,,,1000000.0,1,2015-01-06,2015-01-06
Tooler,Other,,Delhi,110000.0,1,2015-11-25,2015-11-25
TopRankers,Edtech,Online Test Preparation platform,Bangalore,670000.0,1,2016-09-08,2016-09-08
Toppr,Edtech,E-learning,Mumbai,26620820.0,5,2015-05-07,2019-04-10
Toppr.com,Edtech,,Mumbai,2000000.0,1,2015-10-30,2015-10-30
Tork Motocycles,Other,Electric Motorcycle Manufacturer,Pune,0.0,1,2016-04-18,2016-04-18
Torqus,Food & Beverage,,Pune,350000.0,1,2015-04-27,2015-04-27
TouchKin,Consumer Internet & Tech,Predictive Care Platform,Bangalore,1300000.0,1,2017-08-01,2017-08-01
Touchkin,Healthtech,Predictive Healthcare platform,Bangalore,400000.0,1,2016-03-30,2016-03-30
Town Essentials,Food & Beverage,,Bangalore,1000000.0,1,2015-12-28,2015-12-28
TownScript,Consumer Internet & Tech,DIY event registration and ticketing portal,Pune,0.0,1,2017-02-17,2017-02-17
Townrush,Logistics & Transport,,Bangalore,0.0,1,2015-07-27,2015-07-27
Townscript,,,,0.0,1,2015-02-11,2015-02-11
Tpot,Food & Beverage,QSR Chain,Gurgaon,0.0,1,2016-05-31,2016-05-31
Trackbizz,Consumer Internet & Tech,Field Force Automation System,Kochi,0.0,1,2016-09-04,2016-09-04
Tracxn,Consumer Internet & Tech,Indian Startup ecosystem trends analyzer & funding platform,Bangalore,13500000.0,4,2015-04-29,2016-02-18
Tradelab,Fintech,,Bangalore,400000.0,1,2015-04-29,2015-04-29
Trading Bells,Consumer Internet & Tech,Online Share & Commodity Broking platform,Indore,297000.0,1,2016-12-14,2016-12-14
Trak N Tell,Consumer Internet & Tech,Car Tracking & Safety System,Gurgaon,3500000.0,1,2016-07-11,2016-07-11
TransTutors / AskIITians,Consumer Internet & Tech,Online Education & Tutoring portals,Delhi,0.0,1,2016-07-14,2016-07-14
Transcell,Healthtech,Family Stem Cell Banking Services,Hyderabad,0.0,1,2016-03-31,2016-03-31
Transerv,Consumer Internet & Tech,Digital Payments platform,Mumbai,15000000.0,1,2016-04-26,2016-04-26
Transerve,Consumer Internet & Tech,Geospatial Technology-based SaaS solutions,Mumbai,1600000.0,1,2017-09-27,2017-09-27
Transversal Technologies,Consumer Internet & Tech,Hyperlocal Video Information Sharing Platform,Bangalore,6000000.0,1,2017-12-14,2017-12-14
Travel Triangle,Consumer Internet & Tech,Online travel agent marketplace,Noida,18000000.0,2,2015-04-29,2017-02-07
TravelKhana,Food & Beverage,,Delhi,0.0,1,2015-09-25,2015-09-25
TravelSpice,E-Commerce,Travel ECommerce portal,Hyderabad,0.0,1,2017-05-23,2017-05-23
TravelTriangle,Consumer Internet & Tech,Online Travel Marketplace,Gurgaon,12000000.0,1,2018-04-10,2018-04-10
Travelyaari,Consumer Internet & Tech,Online ticket booking platform,Bangalore,10000000.0,2,2016-06-27,2016-08-11
Treebo,Consumer Internet & Tech,Budget Hotel Aggregator platform,Bangalore,40000000.0,2,2015-06-23,2017-08-30
Trell,Media & Entertainment,Experience Discovery Platform,Bangalore,3250000.0,2,2018-07-25,2019-12-14
TrendieApp,Consumer Internet & Tech,Visual Content Marketing,Kolkata,50000.0,1,2016-06-29,2016-06-29
Tricog,Healthtech,Healthcare Analytics Platform,Bangalore,0.0,1,2016-08-05,2016-08-05
Trilyo,Consumer Internet & Tech,AI platform for hospitality industry,Mumbai,250000.0,2,2016-10-17,2018-02-27
Tring,Consumer Internet & Tech,Instant Messaging App,Pune,0.0,1,2016-02-16,2016-02-16
Trip Tap Toe,Consumer Internet & Tech,Online Travel Portal,Gurgaon,0.0,1,2016-11-17,2016-11-17
Trip shelf,Consumer Internet & Tech,Online Travel Marketplace,Delhi,246000.0,1,2018-04-25,2018-04-25
Trip38,,,,1000000.0,1,2015-02-23,2015-02-23
TripFactory,Travel & Hospitality,,Bangalore,0.0,1,2015-07-31,2015-07-31
TripShelf,Consumer Internet & Tech,Holiday Packages provider,Delhi,373000.0,2,2016-07-15,2016-12-16
Tripeur,Consumer Internet & Tech,Mobile based travel ERP platform,Bangalore,0.0,1,2017-06-01,2017-06-01
Triphobo,,,,3000000.0,1,2015-03-31,2015-03-31
Tripoto,Media & Entertainment,Travel,Delhi,5591375.0,3,2015-03-19,2019-04-13
Truce,Food & Beverage,Vegetables & Fruits Supply Chain,Mumbai,370000.0,1,2016-01-28,2016-01-28
TruckMandi,E-Commerce,,Delhi,2000000.0,1,2015-12-21,2015-12-21
TruckingCube,Logistics & Transport,"Domestic, Commercial, and Industrial Goods Movers",Delhi,14900000.0,1,2016-03-14,2016-03-14
Truckola,Logistics & Transport,Tech-focused cargo transport startup,Mumbai,595000.0,1,2016-07-20,2016-07-20
Trucksfirst,Logistics & Transport,,Gurgaon,10000000.0,1,2015-05-19,2015-05-19
True Balance,Consumer Internet & Tech,Mobile Balance Checking App,Gurgaon,38000000.0,3,2016-03-30,2018-04-19
True North,Fintech,Private Equity Firm,Mumbai,600000000.0,1,2018-08-30,2018-08-30
Truebil,Consumer Internet & Tech,Online Marketplace for Used Cars,Mumbai,8650000.0,3,2015-06-01,2017-02-16
Truelancer,E-Commerce,,Delhi,0.0,1,2015-11-18,2015-11-18
Trukky,Consumer Internet & Tech,Online Truck Aggregator & Booking platform,Ahmedabad,745000.0,2,2015-08-14,2017-04-04
Truly Social,Consumer Internet & Tech,Mobile Gaming Studio,London,0.0,1,2016-04-07,2016-04-07
TrulyMadly.com,,,,5500000.0,1,2015-03-02,2015-03-02
Trupay,Consumer Internet & Tech,Online payments platform,Gurgaon,700000.0,1,2017-07-20,2017-07-20
Truweight,Other,,Hyderabad,0.0,1,2015-05-28,2015-05-28
TruxApp,Logistics & Transport,Mobile based Logistics Service,Delhi,3100000.0,1,2017-08-09,2017-08-09
Turtlemint,Consumer Internet & Tech,online personalized insurance platform,Mumbai,0.0,1,2016-02-05,2016-02-05
Twenty Two Motors,Consumer Internet & Tech,Smart Scooter manufacturer,Gurgaon,0.0,1,2017-04-07,2017-04-07
Twigly,Consumer Internet & Tech,Online Food Ordering & Delivery Startup,Gurgaon,800000.0,2,2015-11-02,2016-07-13
Twyst,Other,,Gurgaon,0.0,1,2015-08-18,2015-08-18
Tydy,Consumer Internet & Tech,Employee Onboarding and Engagement platform,Bangalore,275000.0,1,2017-03-03,2017-03-03
Tynor Othontics,Healthtech,Prosthetics Manufacturers,Chandigarh,21000000.0,1,2018-06-18,2018-06-18
Tyre Express,Consumer Internet & Tech,Enterprise IoT solutions For Tyre Performance,Mumbai,0.0,2,2017-01-20,2017-04-03
UCLID,Consumer Internet & Tech,"Education Network for Institutions, teachers & Students",Hyderabad,235000.0,1,2017-10-12,2017-10-12
UClean,Consumer Internet & Tech,Tech Enabled Laundry Service Provider,Gurgaon,0.0,1,2016-11-24,2016-11-24
UE Life Sciences,Other,,,3000000.0,1,2015-09-14,2015-09-14
UE LifeSciences,Consumer Internet & Tech,Mobile Health Technology Solutions,Mumbai,1200000.0,1,2016-10-05,2016-10-05
Uactive,Consumer Internet & Tech,Health-based social networking & discovery App,Mumbai,0.0,1,2017-05-05,2017-05-05
Uber Dreams,E-Commerce,Dreams fulfilling marketplace,Mumbai,500000.0,1,2016-08-24,2016-08-24
Udaan,B2B & Industrial,Business development,Bangalore,870000000.0,4,2016-11-23,2019-10-02
UnaAcademy,Consumer Internet & Tech,Free Interactive education platform,Bangalore,1000000.0,1,2016-08-24,2016-08-24
Unacademy,Edtech,E-learning,Bangalore,16807000.0,4,2016-05-12,2019-04-10
Unbxd,Consumer Internet & Tech,Cloud-based product discovery platform,Bangalore,12500000.0,2,2016-05-05,2017-06-19
Uncanny Vision,Consumer Internet & Tech,Computer Vision on Embedded Systems,Bangalore,0.0,1,2017-05-09,2017-05-09
UniLog,E-Commerce,,Bangalore,0.0,1,2015-09-17,2015-09-17
Uniken,Other,,Pune,2000000.0,1,2015-05-08,2015-05-08
Uniphore,Other,Conversational AI,Palo Alto,97880000.0,5,2015-05-07,2019-08-13
